-383,160
-351,160
-383,175
-351,175
-383,190
-351,190
-383,205
-351,205
-383,220
-351,220
-383,235
-351,235
-383,250
-351,250
-383,265
-351,265
-383,280
-351,280
-383,295
-351,295
-383,310
-351,310
-383,325
-351,325
-383,340
-351,340
-383,355
-351,355
-383,370
-351,370
-383,385
-351,385
-383,400
-351,400
-383,415
-351,415
-383,430
-351,430
-383,445
-351,445
-383,460
-351,460
-383,475
-351,475
-383,490
-351,490
-383,505
-351,505
-383,520
-351,520
-383,535
-351,535
-383,550
-351,550
-383,565
-351,565
-383,580
-351,580
-383,595
-351,595
-383,610
-351,610
-383,625
-351,625
-383,640
-351,640
-383,655
-351,655
-383,670
-351,670
-383,685
-351,685
-383,700
-351,700
-383,715
-351,715
-383,730
-351,730
-383,745
-351,745
-383,760
-351,760
-383,775
-351,775
-383,790
-351,790
-383,805
-351,805
-383,820
-351,820
-383,835
-351,835
-383,850
-351,850
-383,865
-351,865
-383,880
-351,880
-383,895
-351,895
-383,910
-351,910
-383,925
-351,925
-383,940
-351,940
-383,955
-351,955
-383,970
-351,970
-383,985
-351,985
-383,1000
-351,1000
-383,1015
-351,1015
-383,1030
-351,1030
-383,1045
-351,1045
-383,1060
-351,1060
-383,1075
-351,1075
-383,1090
-351,1090
-383,1105
-351,1105
-383,1120
-351,1120
-383,1135
-351,1135
-383,1150
-351,1150
-383,1165
-351,1165
-383,1180
-351,1180
-383,1195
-351,1195
-383,1210
-351,1210
-383,1225
-351,1225
-383,1240
-351,1240
-383,1255
-351,1255
-383,1270
-351,1270
-383,1285
-351,1285
-383,1300
-351,1300
-383,1315
-351,1315
-383,1330
-351,1330
-383,1345
-351,1345
-383,1360
-351,1360
-383,1375
-351,1375
-383,1390
-351,1390
-383,1405
-351,1405
-383,1420
-351,1420
-383,1435
-351,1435
-383,1450
-351,1450
-383,1465
-351,1465
-383,1480
-351,1480
-383,1495
-351,1495
-383,1510
-351,1510
-383,1525
-351,1525
-383,1540
-351,1540
-383,1555
-351,1555
-383,1570
-351,1570
-383,1585
-351,1585
-383,1600
-351,1600
-383,1615
-351,1615
-383,1630
-351,1630
-383,1645
-351,1645
-383,1660
-351,1660
-383,1675
-351,1675
-383,1690
-351,1690
-383,1705
-351,1705
-383,1720
-351,1720
-383,1735
-351,1735
-383,1750
-351,1750
-383,1765
-351,1765
-383,1780
-351,1780
-383,1795
-351,1795
-383,1810
-351,1810
-383,1825
-351,1825
-383,1840
-351,1840
-383,1855
-351,1855
-383,1870
-351,1870
-383,1885
-351,1885
-383,1900
-351,1900
-383,1915
-351,1915
-383,1930
-351,1930
-383,1945
-351,1945
-383,1960
-351,1960
-383,1975
-351,1975
-383,1990
-351,1990
-383,2005
-351,2005
-383,2020
-351,2020
-383,2035
-351,2035
-383,2050
-351,2050
-383,2065
-351,2065
-383,2080
-351,2080
-383,2095
-351,2095
-383,2110
-351,2110
-383,2125
-351,2125
-383,2140
-351,2140
-383,2155
-351,2155
-383,2170
-351,2170
-383,2185
-351,2185
-383,2200
-351,2200
-383,2215
-351,2215
-383,2230
-351,2230
-383,2245
-351,2245
-383,2260
-351,2260
-383,2275
-351,2275
-383,2290
-351,2290
-383,2305
-351,2305
-383,2320
-351,2320
-383,2335
-351,2335
-383,2350
-351,2350
-383,2365
-351,2365
-383,2380
-351,2380
-383,2395
-351,2395
-383,2410
-351,2410
-383,2425
-351,2425
-383,2440
-351,2440
-383,2455
-351,2455
-383,2470
-351,2470
-383,2485
-351,2485
-383,2500
-351,2500
-383,2515
-351,2515
-383,2530
-351,2530
-383,2545
-351,2545
-383,2560
-351,2560
-383,2575
-351,2575
-383,2590
-351,2590
-383,2605
-351,2605
-383,2620
-351,2620
-383,2635
-351,2635
-383,2650
-351,2650
-383,2665
-351,2665
-383,2680
-351,2680
-383,2695
-351,2695
-383,2710
-351,2710
-383,2725
-351,2725
-383,2740
-351,2740
-383,2755
-351,2755
-383,2770
-351,2770
-383,2785
-351,2785
-383,2800
-351,2800
-383,2815
-351,2815
-383,2830
-351,2830
-383,2845
-351,2845
-383,2860
-351,2860
-383,2875
-351,2875
-383,2890
-351,2890
-383,2905
-351,2905
-383,2920
-351,2920
-383,2935
-351,2935
-383,2950
-351,2950
-383,2965
-351,2965
-383,2980
-351,2980
-383,2995
-351,2995
-383,3010
-351,3010
-383,3025
-351,3025
-383,3040
-351,3040
-383,3055
-351,3055
-383,3070
-351,3070
-383,3085
-351,3085
-383,3100
-351,3100
-383,3115
-351,3115
-383,3130
-351,3130
-383,3145
-351,3145
-383,3160
-351,3160
-383,3175
-351,3175
-383,3190
-351,3190
-383,3205
-351,3205
-383,3220
-351,3220
-383,3235
-351,3235
-383,3250
-351,3250
-383,3265
-351,3265
-383,3280
-351,3280
-383,3295
-351,3295
-383,3310
-351,3310
-383,3325
-351,3325
-383,3340
-351,3340
-383,3355
-351,3355
-383,3370
-351,3370
-383,3385
-351,3385
-383,3400
-351,3400
-383,3415
-351,3415
-383,3430
-351,3430
-383,3445
-351,3445
-383,3460
-351,3460
-383,3475
-351,3475
-383,3490
-351,3490
-383,3505
-351,3505
-383,3520
-351,3520
-383,3535
-351,3535
-383,3550
-351,3550
-383,3565
-351,3565
-383,3580
-351,3580
-383,3595
-351,3595
-383,3610
-351,3610
-383,3625
-351,3625
-383,3640
-351,3640
-383,3655
-351,3655
-383,3670
-351,3670
-383,3685
-351,3685
-383,3700
-351,3700
-383,3715
-351,3715
-383,3730
-351,3730
-383,3745
-351,3745
-383,3760
-351,3760
-383,3775
-351,3775
-383,3790
-351,3790
-383,3805
-351,3805
-383,3820
-351,3820
-383,3835
-351,3835
-383,3850
-351,3850
-383,3865
-351,3865
-383,3880
-351,3880
-383,3895
-351,3895
-383,3910
-351,3910
-383,3925
-351,3925
-383,3940
-351,3940
-383,3955
-351,3955
-383,3970
-351,3970
-383,3985
-351,3985
-383,4000
-351,4000
-383,4015
-351,4015
-383,4030
-351,4030
-383,4045
-351,4045
-383,4060
-351,4060
-383,4075
-351,4075
-383,4090
-351,4090
-383,4105
-351,4105
-383,4120
-351,4120
-383,4135
-351,4135
-383,4150
-351,4150
-383,4165
-351,4165
-383,4180
-351,4180
-383,4195
-351,4195
-383,4210
-351,4210
-383,4225
-351,4225
-383,4240
-351,4240
-383,4255
-351,4255
-383,4270
-351,4270
-383,4285
-351,4285
-383,4300
-351,4300
-383,4315
-351,4315
-383,4330
-351,4330
-383,4345
-351,4345
-383,4360
-351,4360
-383,4375
-351,4375
-383,4390
-351,4390
-383,4405
-351,4405
-383,4420
-351,4420
-383,4435
-351,4435
-383,4450
-351,4450
-383,4465
-351,4465
-383,4480
-351,4480
-383,4495
-351,4495
-383,4510
-351,4510
-383,4525
-351,4525
-383,4540
-351,4540
-383,4555
-351,4555
-383,4570
-351,4570
-383,4585
-351,4585
-383,4600
-351,4600
-383,4615
-351,4615
-383,4630
-351,4630
-383,4645
-351,4645
-383,4660
-351,4660
-383,4675
-351,4675
-383,4690
-351,4690
-383,4705
-351,4705
-383,4720
-351,4720
-383,4735
-351,4735
-383,4750
-351,4750
-383,4765
-351,4765
-383,4780
-351,4780
-383,4795
-351,4795
-383,4810
-351,4810
-383,4825
-351,4825
-383,4840
-351,4840
-383,4855
-351,4855
-383,4870
-351,4870
-383,4885
-351,4885
-383,4900
-351,4900
-383,4915
-351,4915
-383,4930
-351,4930
-383,4945
-351,4945
-383,4960
-351,4960
-383,4975
-351,4975
-383,4990
-351,4990
-383,5005
-351,5005
-383,5020
-351,5020
-383,5035
-351,5035
-383,5050
-351,5050
-383,5065
-351,5065
-383,5080
-351,5080
-383,5095
-351,5095
-383,5110
-351,5110
-383,5125
-351,5125
-383,5140
-351,5140
-383,5155
-351,5155
-383,5170
-351,5170
-383,5185
-351,5185
-383,5200
-351,5200
-383,5215
-351,5215
-383,5230
-351,5230
-383,5245
-351,5245
-383,5260
-351,5260
-383,5275
-351,5275
-383,5290
-351,5290
-383,5305
-351,5305
-383,5320
-351,5320
-383,5335
-351,5335
-383,5350
-351,5350
-383,5365
-351,5365
-383,5380
-351,5380
-383,5395
-351,5395
-383,5410
-351,5410
-383,5425
-351,5425
-383,5440
-351,5440
-383,5455
-351,5455
-383,5470
-351,5470
-383,5485
-351,5485
-383,5500
-351,5500
-383,5515
-351,5515
-383,5530
-351,5530
-383,5545
-351,5545
-383,5560
-351,5560
-383,5575
-351,5575
-383,5590
-351,5590
-383,5605
-351,5605
-383,5620
-351,5620
-383,5635
-351,5635
-383,5650
-351,5650
-383,5665
-351,5665
-383,5680
-351,5680
-383,5695
-351,5695
-383,5710
-351,5710
-383,5725
-351,5725
-383,5740
-351,5740
-383,5755
-351,5755
-383,5770
-351,5770
-383,5785
-351,5785
-383,5800
-351,5800
-383,5815
-351,5815
-383,5830
-351,5830
-383,5845
-351,5845
-383,5860
-351,5860
-383,5875
-351,5875
-383,5890
-351,5890
-383,5905
-351,5905
-383,5920
-351,5920
-383,5935
-351,5935
-383,5950
-351,5950
-383,5965
-351,5965
-383,5980
-351,5980
-383,5995
-351,5995
-383,6010
-351,6010
-383,6025
-351,6025
-383,6040
-351,6040
-383,6055
-351,6055
-383,6070
-351,6070
-383,6085
-351,6085
-383,6100
-351,6100
